cDNA	gene
1	1270
2	1271
3	1272
4	1273
5	1274
6	1275
7	1276
8	1277
9	1278
10	1279
11	1280
12	1281
13	1282
14	1283
15	1284
16	1285
17	1286
18	1287
19	1288
20	1289
21	1290
22	1291
23	1292
24	1293
25	1294
26	1295
27	1296
28	1297
29	1298
30	1299
31	1300
32	1301
33	1302
34	1303
35	2705
36	2706
37	2707
38	2708
39	2709
40	2710
41	2711
42	2712
43	2713
44	2714
45	2715
46	2716
47	2717
48	2718
49	2719
50	2720
51	2721
52	2722
53	2723
54	2724
55	2725
56	2726
57	2727
58	2728
59	2729
60	2730
61	2731
62	2732
63	2733
64	2734
65	2735
66	2736
67	2737
68	2738
69	2739
70	2740
71	5202
72	5203
73	5204
74	5205
75	5206
76	5207
77	5208
78	5209
79	5210
80	5211
81	5212
82	5213
83	5214
84	5215
85	5216
86	5217
87	5218
88	5219
89	5220
90	5221
91	5222
92	5223
93	5224
94	5225
95	5226
96	5227
97	5228
98	5229
99	5230
100	5231
101	5232
102	5233
103	5234
104	5235
105	5236
106	5237
107	5238
108	5239
109	5240
110	5241
111	5242
112	5243
113	5244
114	5245
115	5246
116	5247
117	5248
118	5249
119	5250
120	5251
121	5252
122	5253
123	5254
124	5255
125	5256
126	5257
127	5258
128	5259
129	5260
130	5261
131	5262
132	5263
133	5264
134	5265
135	5266
136	5267
137	5268
138	5269
139	5270
140	5271
141	5272
142	5273
143	5274
144	5275
145	5276
146	5277
147	5278
148	5279
149	5280
150	5281
151	5282
152	5283
153	5284
154	5285
155	5286
156	5287
157	5288
158	5289
159	5290
160	5291
161	5292
162	5293
163	5294
164	5295
165	5296
166	5297
167	5298
168	5299
169	5300
170	5301
171	5302
172	5303
173	5304
174	5305
175	5306
176	5307
177	5308
178	5309
179	5310
180	5311
181	5312
182	5313
183	5314
184	5315
185	5316
186	5317
187	5318
188	5319
189	5320
190	5321
191	5322
192	5323
193	5324
194	5325
195	5326
196	5327
197	5328
198	5329
199	5330
200	5331
201	5332
202	5333
203	5334
204	5335
205	5336
206	5337
207	5338
208	5339
209	5340
210	5341
211	5342
212	5343
213	5344
214	5345
215	5346
216	5347
217	5348
218	5349
219	5350
220	5351
221	5352
222	5353
223	5354
224	5355
225	5356
226	5357
227	5358
228	5359
229	5360
230	5361
231	5362
232	5363
233	5364
234	5365
235	5366
236	5367
237	5368
238	5369
239	5370
240	5371
241	5372
242	5373
243	5374
244	5375
245	5376
246	5377
247	5378
248	5379
249	5380
250	5381
251	5382
252	5383
253	5384
254	5385
255	5386
256	5387
257	5388
258	5389
259	5390
260	5391
261	5392
262	5393
263	5394
264	5395
265	5396
266	5397
267	5398
268	5399
269	5400
270	5401
271	5402
272	5403
273	5404
274	5405
275	5406
276	5407
277	5408
278	5409
279	5410
280	5411
281	5412
282	5413
283	5414
284	5415
285	5416
286	5417
287	5418
288	5419
289	5420
290	5421
291	5422
292	5423
293	5424
294	5425
295	5426
296	5427
297	5428
298	5429
299	5430
300	5431
301	5432
302	5433
303	5434
304	5435
305	5436
306	5437
307	5438
308	5439
309	5440
310	5441
311	5442
312	5443
313	5444
314	5445
315	5446
316	5447
317	5448
318	5449
319	5450
320	5451
321	5452
322	5453
323	5454
324	5455
325	5456
326	5457
327	5458
328	5459
329	5460
330	5461
331	5462
332	5463
333	5464
334	5465
335	5466
336	5467
337	5468
338	5469
339	5470
340	5471
341	5472
342	5473
343	5474
344	5475
345	5476
346	5477
347	5478
348	5479
349	5480
350	5481
351	5482
352	5483
353	5484
354	5485
355	5486
356	5487
357	5488
358	5489
359	5490
360	5491
361	5492
362	5493
363	5494
364	5495
365	5496
366	5497
367	5498
368	5499
369	5500
370	5501
371	7054
372	7055
373	7056
374	7057
375	7058
376	7059
377	7060
378	7061
379	7062
380	7063
381	7064
382	7065
383	7066
384	7067
385	7068
386	7069
387	7070
388	7071
389	7072
390	7073
391	7074
392	7075
393	7076
394	7077
395	7078
396	7079
397	7080
398	7081
399	7082
400	7083
401	7084
402	7085
403	7086
404	7087
405	7088
406	7089
407	7090
408	7091
409	7092
410	7093
411	7094
412	7095
413	7096
414	7097
415	7098
416	7099
417	7100
418	7101
419	7102
420	7103
421	7104
422	7105
423	7106
424	7107
425	7108
426	7109
427	7110
428	7111
429	7112
430	7113
431	7114
432	7115
433	7116
434	7117
435	7118
436	7119
437	7120
438	7121
439	7122
440	7123
441	7124
442	7125
443	7126
444	7127
445	7128
446	7129
447	7130
448	7131
449	7132
450	7133
451	7134
452	7135
453	7136
454	7137
455	7138
456	7139
457	7140
458	7141
459	7142
460	7143
461	7144
462	7145
463	7146
464	7147
465	7148
466	7149
467	7150
468	7151
469	7152
470	7153
471	7154
472	7155
473	7156
474	7157
475	7158
476	7159
477	7160
478	7161
479	7162
480	7163
481	7164
482	7165
483	7166
484	7167
485	7168
486	7169
487	7170
488	7171
489	7172
490	7173
491	7174
492	7175
493	7176
494	7177
495	7178
496	7179
497	7180
498	7181
499	7182
500	7183
501	7184
502	7185
503	7186
504	7187
505	7188
506	7189
507	7190
508	7191
509	7192
510	7193
511	7194
512	7195
513	7196
514	7197
515	7198
516	7199
517	7200
518	7201
519	7202
520	7203
521	7204
522	7205
523	7206
524	7207
525	7208
526	7209
527	7210
528	7211
529	7212
530	7213
531	7214
532	7215
533	7216
534	7217
535	7218
536	7219
537	7220
538	7221
539	7222
540	7223
541	7224
542	7225
543	7226
544	7227
545	7228
546	7229
547	7230
548	7231
549	7232
550	7233
551	7234
552	7235
553	7236
554	7237
555	7238
556	7239
557	7240
558	7241
559	7242
560	7243
561	7244
562	7245
563	7246
564	7247
565	7248
566	7249
567	7250
568	7251
569	7252
570	7253
571	7254
572	7255
573	7256
574	7257
575	7258
576	7259
577	7260
578	7261
579	7262
580	7263
581	7264
582	7265
583	7266
584	7267
585	7268
586	7269
587	7270
588	7271
589	7272
590	7273
591	7274
592	7275
593	7276
594	7277
595	7278
596	7279
597	7280
598	7281
599	7282
600	7283
601	7284
602	7285
603	7286
604	7287
605	7288
606	7289
607	7290
608	7291
609	7292
610	7293
611	7294
612	7295
613	7296
614	7297
615	7298
616	7299
617	7300
618	7301
619	7302
620	7303
621	7304
622	7305
623	7306
624	7307
625	7308
626	7309
627	7310
628	7311
629	7312
630	7313
631	7314
632	7315
633	7316
634	7317
635	7318
636	7319
637	7320
638	7321
639	7322
640	7323
641	7324
642	7325
643	7326
644	7327
645	7328
646	7329
647	7330
648	7331
649	7332
650	7333
651	7334
652	7335
653	7336
654	7337
655	7338
656	7339
657	7340
658	7341
659	7342
660	7343
661	7344
662	7345
663	7346
664	7347
665	10516
666	10517
667	10518
668	10519
669	10520
670	10521
671	10522
672	10523
673	10524
674	10525
675	10526
676	10527
677	10528
678	10529
679	10530
680	10531
681	10532
682	10533
683	10534
684	10535
685	10536
686	10537
687	10538
688	10539
689	10540
690	10541
691	10542
692	10543
693	10544
694	10545
695	10546
696	10547
697	10548
698	10549
699	10550
700	10551
701	10552
702	10553
703	10554
704	10555
705	10556
706	10557
707	10558
708	10559
709	10560
710	10561
711	10562
712	10563
713	10564
714	10565
715	10566
716	14832
717	14833
718	14834
719	14835
720	14836
721	14837
722	14838
723	14839
724	14840
725	14841
726	14842
727	14843
728	14844
729	14845
730	14846
731	14847
732	14848
733	14849
734	14850
735	14851
736	14852
737	14853
738	14854
739	14855
740	14856
741	14857
742	14858
743	14859
744	14860
745	14861
746	14862
747	14863
748	14864
749	14865
750	14866
751	14867
752	14868
753	14869
754	14870
755	14871
756	14872
757	14873
758	14874
759	14875
760	14876
761	14877
762	14878
763	14879
764	14880
765	14881
766	14882
767	14883
768	14884
769	14885
770	14886
771	14887
772	14888
773	14889
774	14890
775	14891
776	14892
777	14893
778	14894
779	14895
780	14896
781	14897
782	14898
783	14899
784	14900
785	14901
786	14902
787	14903
788	14904
789	14905
790	14906
791	14907
792	14908
793	14909
794	14910
795	14911
796	14912
797	14913
798	14914
799	14915
800	14916
801	14917
802	14918
803	14919
804	14920
805	14921
806	14922
807	14923
808	14924
809	14925
810	14926
811	14927
812	14928
813	14929
814	14930
815	14931
816	14932
817	14933
818	14934
819	14935
820	14936
821	15399
822	15400
823	15401
824	15402
825	15403
826	15404
827	15405
828	15406
829	15407
830	15408
831	15409
832	15410
833	15411
834	15412
835	15413
836	15414
837	15415
838	15416
839	15417
840	15418
841	15419
842	15420
843	15421
844	15422
845	15423
846	15424
847	15425
848	15426
849	15427
850	15428
851	15429
852	15430
853	15431
854	15432
855	15433
856	15434
857	15435
858	15436
859	15437
860	15438
861	15439
862	15440
863	15441
864	15442
865	15443
866	15444
867	15445
868	15446
869	15447
870	15448
871	15449
872	15450
873	15451
874	15550
875	15551
876	15552
877	15553
878	15554
879	15555
880	15556
881	15557
882	15558
883	15559
884	15560
885	15561
886	15562
887	15563
888	15564
889	15565
890	15566
891	15567
892	15568
893	15569
894	15570
895	15571
896	15572
897	15573
898	15574
899	15575
900	15576
901	15577
902	15578
903	15579
904	15580
905	15581
906	15582
907	15583
908	15584
909	15585
910	15586
911	15587
912	15588
913	15589
914	15590
915	15591
