cDNA	gene
1	268
2	269
3	270
4	271
5	272
6	273
7	274
8	275
9	276
10	277
11	278
12	279
13	280
14	281
15	282
16	283
17	284
18	285
19	286
20	287
21	288
22	289
23	290
24	291
25	292
26	293
27	294
28	295
29	296
30	297
31	298
32	299
33	300
34	301
35	302
36	303
37	304
38	305
39	306
40	307
41	507
42	508
43	509
44	510
45	511
46	512
47	513
48	514
49	515
50	516
51	517
52	518
53	519
54	520
55	521
56	522
57	523
58	524
59	525
60	526
61	527
62	528
63	529
64	530
65	531
66	532
67	533
68	534
69	535
70	536
71	537
72	538
73	539
74	540
75	541
76	542
77	1443
78	1444
79	1445
80	1446
81	1447
82	1448
83	1449
84	1450
85	1451
86	1452
87	1453
88	1454
89	1455
90	1456
91	1457
92	1458
93	1459
94	1460
95	1461
96	1462
97	1463
98	1464
99	1465
100	1466
101	1467
102	1468
103	1469
104	1470
105	1471
106	1472
107	1473
108	1474
109	1475
110	1476
111	1477
112	1478
113	1479
114	1480
115	1481
116	1482
117	1483
118	1484
119	1485
120	1486
121	1487
122	1488
123	1489
124	1490
125	1491
126	1492
127	1493
128	1494
129	1495
130	1496
131	1497
132	1498
133	1499
134	1500
135	1501
136	1502
137	1503
138	1504
139	1505
140	1506
141	1507
142	1508
143	1509
144	1510
145	1511
146	1512
147	1513
148	1514
149	1515
150	1516
151	1517
152	1518
153	1519
154	1520
155	1521
156	1522
157	1523
158	1524
159	1525
160	1526
161	1527
162	1528
163	1529
164	1530
165	1531
166	1532
167	1533
168	1534
169	1535
170	1536
171	1537
172	1538
173	1539
174	1540
175	1541
176	1542
177	1543
178	1544
179	1545
180	1546
181	1547
182	1548
183	1549
184	1550
185	1551
186	1552
187	1553
188	1554
189	1555
190	1556
191	1557
192	1558
193	1559
194	1560
195	1561
196	1562
197	1563
198	1564
199	1565
200	1566
201	1567
202	1568
203	1569
204	1570
205	1571
206	1572
207	1573
208	1574
209	1575
210	1576
211	1577
212	1578
213	1579
214	1580
215	1581
216	1582
217	1583
218	1584
219	1585
220	1586
221	1587
222	1588
223	1589
224	1590
225	1591
226	1592
227	1593
228	1594
229	1595
230	1596
231	1597
232	1598
233	1599
234	1600
235	1601
236	1602
237	1603
238	1604
239	1605
240	1606
241	1607
242	1608
243	1609
244	1610
245	1611
246	1612
247	1613
248	1614
249	1615
250	1616
251	1617
252	1618
253	1619
254	1620
255	1621
256	1622
257	1623
258	1624
259	1625
260	1626
261	1627
262	1628
263	1629
264	1630
265	1631
266	1632
267	1633
268	1634
269	1635
270	1636
271	1637
272	1638
273	1639
274	1640
275	1641
276	1642
277	1643
278	1644
279	1645
280	1646
281	1647
282	1648
283	1649
284	1650
285	1651
286	1652
287	1653
288	1654
289	1655
290	1656
291	1657
292	1658
293	1659
294	1660
295	1661
296	1662
297	1663
298	1664
299	1665
300	1666
301	1667
302	1668
303	1669
304	1670
305	1671
306	1672
307	1673
308	1674
309	1675
310	1676
311	1677
312	1678
313	1679
314	1680
315	1681
316	1682
317	1683
318	1684
319	1685
320	1686
321	1687
322	1688
323	1689
324	1690
325	1691
326	1692
327	1693
328	1694
329	1695
330	1696
331	1697
332	1698
333	1699
334	1700
335	1701
336	1702
337	1703
338	1704
339	1705
340	1706
341	1707
342	1708
343	1709
344	1710
345	1711
346	1712
347	1713
348	1714
349	1715
350	1716
351	1717
352	1718
353	1719
354	1720
355	1721
356	1722
357	1723
358	1724
359	1725
360	1726
361	1727
362	2601
363	2602
364	2603
365	2604
366	2605
367	2606
368	2607
369	2608
370	2609
371	2610
372	2611
373	2612
374	2613
375	2614
376	2615
377	2616
378	2617
379	2618
380	2619
381	2620
382	2621
383	2622
384	2623
385	2624
386	2625
387	2626
388	2627
389	2628
390	2629
391	2630
392	2631
393	2632
394	2633
395	2634
396	2635
397	2636
398	2637
399	2638
400	2639
401	2640
402	2641
403	2642
404	2643
405	2644
406	2645
407	2646
408	2647
409	2648
410	2649
411	2650
412	2651
413	2652
414	2653
415	2654
416	2655
417	2656
418	2657
419	2658
420	2659
421	2660
422	2661
423	2662
424	2663
425	2664
426	2665
427	2666
428	2667
429	2668
430	2669
431	2670
432	2671
433	2672
434	2673
435	2674
436	2675
437	2676
438	2677
439	2678
440	2679
441	2680
442	2681
443	2682
444	2683
445	2684
446	2685
447	2686
448	2687
449	2688
450	2689
451	2690
452	2691
453	2692
454	2693
455	2694
456	2695
457	2696
458	2697
459	2698
460	2699
461	2700
462	2701
463	2702
464	2703
465	2704
466	2705
467	2706
468	2707
469	2708
470	2709
471	2710
472	2711
473	2712
474	2713
475	2714
476	2715
477	2716
478	2717
479	2718
480	2719
481	2720
482	2721
483	2722
484	2723
485	2724
486	2725
487	2726
488	2727
489	2728
490	2729
491	2730
492	2731
493	2732
494	2733
495	2734
496	2735
497	2736
498	2737
499	2738
500	2739
501	2740
502	2741
503	2742
504	2743
505	2744
506	2745
507	2746
508	2747
509	2748
510	2749
511	2750
512	2751
513	2752
514	2753
515	2754
516	2755
517	2756
518	2757
519	2758
520	2759
521	2760
522	2761
523	2762
524	2763
525	2764
526	2765
527	2766
528	2767
529	2768
530	2769
531	2770
532	2771
533	2772
534	2773
535	2774
536	2775
537	2776
538	2777
539	2778
540	2779
541	2780
542	2781
543	2782
544	2783
545	2784
546	2785
547	2786
548	2787
549	2788
550	2789
551	2790
552	2791
553	2792
554	2793
555	2794
556	2795
557	2796
558	2797
559	2798
560	2799
561	2800
562	2801
563	2802
564	2803
565	2804
566	2805
567	2806
568	2807
569	2808
570	2809
571	2810
572	2811
573	2812
574	2813
575	2814
576	2815
577	2816
578	2817
579	2818
580	2819
581	2820
582	2821
583	2822
584	2823
585	2824
586	2825
587	2826
588	2827
589	2828
590	2829
591	2830
592	2831
593	2832
594	2833
595	2834
596	2835
597	2836
598	2837
599	2838
600	2839
601	2840
602	2841
603	2842
604	2843
605	2844
606	2845
607	2846
608	2847
609	2848
610	2849
611	2850
612	2851
613	2852
614	2853
615	2854
616	2855
617	2856
618	2857
619	2858
620	2859
621	2860
622	2861
623	2862
624	2863
625	2864
626	2865
627	2866
628	2867
629	2868
630	2869
631	2870
632	2871
633	2872
634	2873
635	2874
636	2875
637	2876
638	2877
639	2878
640	2879
641	2880
642	2881
643	2882
644	2883
645	2884
646	2885
647	2886
648	2887
649	2888
650	2889
651	2890
652	2891
653	2892
654	2893
655	2894
656	5490
657	5491
658	5492
659	5493
660	5494
661	5495
662	5496
663	5497
664	5498
665	5499
666	5500
667	5501
668	5502
669	5503
670	5504
671	5505
672	5506
673	5507
674	5508
675	5509
676	5510
677	5511
678	5512
679	5513
680	5514
681	5515
682	5516
683	5517
684	5518
685	5519
686	5520
687	5521
688	5522
689	5523
690	5524
691	5525
692	5526
693	5527
694	5528
695	5529
696	5530
697	5531
698	5532
699	5533
700	5534
701	5535
702	5536
703	5537
704	5538
705	5539
706	5540
707	9783
708	9784
709	9785
710	9786
711	9787
712	9788
713	9789
714	9790
715	9791
716	9792
717	9793
718	9794
719	9795
720	9796
721	9797
722	9798
723	9799
724	9800
725	9801
726	9802
727	9803
728	9804
729	9805
730	9806
731	9807
732	9808
733	9809
734	9810
735	9811
736	9812
737	9813
738	9814
739	9815
740	9816
741	9817
742	9818
743	9819
744	9820
745	9821
746	9822
747	9823
748	9824
749	9825
750	9826
751	9827
752	9828
753	9829
754	9830
755	9831
756	9832
757	9833
758	9834
759	9835
760	9836
761	9837
762	9838
763	9839
764	9840
765	9841
766	9842
767	9843
768	9844
769	9845
770	9846
771	9847
772	9848
773	9849
774	9850
775	9851
776	9852
777	9853
778	9854
779	9855
780	9856
781	9857
782	9858
783	9859
784	9860
785	9861
786	9862
787	9863
788	9864
789	9865
790	9866
791	9867
792	9868
793	9869
794	9870
795	9871
796	9872
797	9873
798	9874
799	9875
800	9876
801	9877
802	9878
803	9879
804	9880
805	9881
806	9882
807	9883
808	9884
809	9885
810	9886
811	9887
812	10349
813	10350
814	10351
815	10352
816	10353
817	10354
818	10355
819	10356
820	10357
821	10358
822	10359
823	10360
824	10361
825	10362
826	10363
827	10364
828	10365
829	10366
830	10367
831	10368
832	10369
833	10370
834	10371
835	10372
836	10373
837	10374
838	10375
839	10376
840	10377
841	10378
842	10379
843	10380
844	10381
845	10382
846	10383
847	10384
848	10385
849	10386
850	10387
851	10388
852	10389
853	10390
854	10391
855	10392
856	10393
857	10394
858	10395
859	10396
860	10397
861	10398
862	10399
863	10400
864	10401
865	10501
866	10502
867	10503
868	10504
869	10505
870	10506
871	10507
872	10508
873	10509
874	10510
875	10511
876	10512
877	10513
878	10514
879	10515
880	10516
881	10517
882	10518
883	10519
884	10520
885	10521
886	10522
887	10523
888	10524
889	10525
890	10526
891	10527
892	10528
893	10529
894	10530
895	10531
896	10532
897	10533
898	10534
899	10535
900	10536
901	10537
902	10538
903	10539
904	10540
905	10541
906	10542
907	10543
908	10544
909	10545
910	10546
911	10547
912	10548
913	10549
914	10550
