cDNA	gene
1	268
2	269
3	270
4	271
5	272
6	273
7	274
8	275
9	276
10	277
11	278
12	279
13	280
14	281
15	282
16	283
17	284
18	285
19	286
20	287
21	288
22	289
23	290
24	291
25	292
26	293
27	294
28	295
29	296
30	297
31	298
32	299
33	300
34	301
35	1055
36	1056
37	1057
38	1058
39	1059
40	1060
41	1061
42	1062
43	1063
44	1064
45	1065
46	1066
47	1067
48	1068
49	1069
50	1070
51	1071
52	1072
53	1073
54	1074
55	1075
56	1076
57	1077
58	1078
59	1079
60	1080
61	1081
62	1082
63	1083
64	1084
65	1085
66	1086
67	1087
68	1088
69	1089
70	1090
71	1853
72	1854
73	1855
74	1856
75	1857
76	1858
77	1859
78	1860
79	1861
80	1862
81	1863
82	1864
83	1865
84	1866
85	1867
86	1868
87	1869
88	1870
89	1871
90	1872
91	1873
92	1874
93	1875
94	1876
95	1877
96	1878
97	1879
98	1880
99	1881
100	1882
101	1883
102	1884
103	1885
104	1886
105	1887
106	1888
107	1889
108	1890
109	1891
110	1892
111	1893
112	1894
113	1895
114	1896
115	1897
116	1898
117	1899
118	1900
119	1901
120	1902
121	1903
122	1904
123	1905
124	1906
125	1907
126	1908
127	1909
128	1910
129	1911
130	1912
131	1913
132	1914
133	1915
134	1916
135	1917
136	1918
137	1919
138	1920
139	1921
140	1922
141	1923
142	1924
143	1925
144	1926
145	1927
146	1928
147	1929
148	1930
149	1931
150	1932
151	1933
152	1934
153	1935
154	1936
155	1937
156	1938
157	1939
158	1940
159	1941
160	1942
161	1943
162	1944
163	1945
164	1946
165	1947
166	1948
167	1949
168	1950
169	1951
170	1952
171	1953
172	1954
173	1955
174	1956
175	1957
176	1958
177	1959
178	1960
179	1961
180	1962
181	1963
182	1964
183	1965
184	1966
185	1967
186	1968
187	1969
188	1970
189	1971
190	1972
191	1973
192	1974
193	1975
194	1976
195	1977
196	1978
197	1979
198	1980
199	1981
200	1982
201	1983
202	1984
203	1985
204	1986
205	1987
206	1988
207	1989
208	1990
209	1991
210	1992
211	1993
212	1994
213	1995
214	1996
215	1997
216	1998
217	1999
218	2000
219	2001
220	2002
221	2003
222	2004
223	2005
224	2006
225	2007
226	2008
227	2009
228	2010
229	2011
230	2012
231	2013
232	2014
233	2015
234	2016
235	2017
236	2018
237	2019
238	2020
239	2021
240	2022
241	2023
242	2024
243	2025
244	2026
245	2027
246	2028
247	2029
248	2030
249	2031
250	2032
251	2033
252	2034
253	2035
254	2036
255	2037
256	2038
257	2039
258	2040
259	2041
260	2042
261	2043
262	2044
263	2045
264	2046
265	2047
266	2048
267	2049
268	2050
269	2051
270	2052
271	2053
272	2054
273	2055
274	2056
275	2057
276	2058
277	2059
278	2060
279	2061
280	2062
281	2063
282	2064
283	2065
284	2066
285	2067
286	2068
287	2069
288	2070
289	2071
290	2072
291	2073
292	2074
293	2075
294	2076
295	2077
296	2078
297	2079
298	2080
299	2081
300	2082
301	2083
302	2084
303	2085
304	2086
305	2087
306	2088
307	2089
308	2090
309	2091
310	2092
311	2093
312	2094
313	2095
314	2096
315	2097
316	2098
317	2099
318	2100
319	2101
320	2102
321	2103
322	2104
323	2105
324	2106
325	2107
326	2108
327	2109
328	2110
329	2111
330	2112
331	2113
332	2114
333	2115
334	2116
335	2117
336	2118
337	2119
338	2120
339	2121
340	2122
341	2123
342	2124
343	2125
344	2126
345	2127
346	2128
347	2129
348	2130
349	2131
350	2132
351	2133
352	2134
353	2135
354	2136
355	2137
356	3013
357	3014
358	3015
359	3016
360	3017
361	3018
362	3019
363	3020
364	3021
365	3022
366	3023
367	3024
368	3025
369	3026
370	3027
371	3028
372	3029
373	3030
374	3031
375	3032
376	3033
377	3034
378	3035
379	3036
380	3037
381	3038
382	3039
383	3040
384	3041
385	3042
386	3043
387	3044
388	3045
389	3046
390	3047
391	3048
392	3049
393	3050
394	3051
395	3052
396	3053
397	3054
398	3055
399	3056
400	3057
401	3058
402	3059
403	3060
404	3061
405	3062
406	3063
407	3064
408	3065
409	3066
410	3067
411	3068
412	3069
413	3070
414	3071
415	3072
416	3073
417	3074
418	3075
419	3076
420	3077
421	3078
422	3079
423	3080
424	3081
425	3082
426	3083
427	3084
428	3085
429	3086
430	3087
431	3088
432	3089
433	3090
434	3091
435	3092
436	3093
437	3094
438	3095
439	3096
440	3097
441	3098
442	3099
443	3100
444	3101
445	3102
446	3103
447	3104
448	3105
449	3106
450	3107
451	3108
452	3109
453	3110
454	3111
455	3112
456	3113
457	3114
458	3115
459	3116
460	3117
461	3118
462	3119
463	3120
464	3121
465	3122
466	3123
467	3124
468	3125
469	3126
470	3127
471	3128
472	3129
473	3130
474	3131
475	3132
476	3133
477	3134
478	3135
479	3136
480	3137
481	3138
482	3139
483	3140
484	3141
485	3142
486	3143
487	3144
488	3145
489	3146
490	3147
491	3148
492	3149
493	3150
494	3151
495	3152
496	3153
497	3154
498	3155
499	3156
500	3157
501	3158
502	3159
503	3160
504	3161
505	3162
506	3163
507	3164
508	3165
509	3166
510	3167
511	3168
512	3169
513	3170
514	3171
515	3172
516	3173
517	3174
518	3175
519	3176
520	3177
521	3178
522	3179
523	3180
524	3181
525	3182
526	3183
527	3184
528	3185
529	3186
530	3187
531	3188
532	3189
533	3190
534	3191
535	3192
536	3193
537	3194
538	3195
539	3196
540	3197
541	3198
542	3199
543	3200
544	3201
545	3202
546	3203
547	3204
548	3205
549	3206
550	3207
551	3208
552	3209
553	3210
554	3211
555	3212
556	3213
557	3214
558	3215
559	3216
560	3217
561	3218
562	3219
563	3220
564	3221
565	3222
566	3223
567	3224
568	3225
569	3226
570	3227
571	3228
572	3229
573	3230
574	3231
575	3232
576	3233
577	3234
578	3235
579	3236
580	3237
581	3238
582	3239
583	3240
584	3241
585	3242
586	3243
587	3244
588	3245
589	3246
590	3247
591	3248
592	3249
593	3250
594	3251
595	3252
596	3253
597	3254
598	3255
599	3256
600	3257
601	3258
602	3259
603	3260
604	3261
605	3262
606	3263
607	3264
608	3265
609	3266
610	3267
611	3268
612	3269
613	3270
614	3271
615	3272
616	3273
617	3274
618	3275
619	3276
620	3277
621	3278
622	3279
623	3280
624	3281
625	3282
626	3283
627	3284
628	3285
629	3286
630	3287
631	3288
632	3289
633	3290
634	3291
635	3292
636	3293
637	3294
638	3295
639	3296
640	3297
641	3298
642	3299
643	3300
644	3301
645	3302
646	3303
647	3304
648	3305
649	3306
650	5479
651	5480
652	5481
653	5482
654	5483
655	5484
656	5485
657	5486
658	5487
659	5488
660	5489
661	5490
662	5491
663	5492
664	5493
665	5494
666	5495
667	5496
668	5497
669	5498
670	5499
671	5500
672	5501
673	5502
674	5503
675	5504
676	5505
677	5506
678	5507
679	5508
680	5509
681	5510
682	5511
683	5512
684	5513
685	5514
686	5515
687	5516
688	5517
689	5518
690	5519
691	5520
692	5521
693	5522
694	5523
695	5524
696	5525
697	5526
698	5527
699	5528
700	5529
701	8296
702	8297
703	8298
704	8299
705	8300
706	8301
707	8302
708	8303
709	8304
710	8305
711	8306
712	8307
713	8308
714	8309
715	8310
716	8311
717	8312
718	8313
719	8314
720	8315
721	8316
722	8317
