cDNA	gene
1	975
2	976
3	977
4	978
5	979
6	980
7	981
8	982
9	983
10	984
11	985
12	986
13	987
14	988
15	989
16	990
17	991
18	992
19	993
20	994
21	995
22	996
23	997
24	998
25	999
26	1000
27	1001
28	1002
29	1003
30	1004
31	1005
32	1006
33	1007
34	1008
35	1009
36	1720
37	1721
38	1722
39	1723
40	1724
41	1725
42	1726
43	1727
44	1728
45	1729
46	1730
47	1731
48	1732
49	1733
50	1734
51	1735
52	1736
53	1737
54	1738
55	1739
56	1740
57	1741
58	1742
59	1743
60	1744
61	1745
62	1746
63	1747
64	1748
65	1749
66	1750
67	1751
68	1752
69	1753
70	1754
71	1755
72	1756
73	1757
74	2500
75	2501
76	2502
77	2503
78	2504
79	2505
80	2506
81	2507
82	2508
83	2509
84	2510
85	2511
86	2512
87	2513
88	2514
89	2515
90	2516
91	2517
92	2518
93	2519
94	2520
95	2521
96	2522
97	2523
98	2524
99	2525
100	2526
101	2527
102	2528
103	2529
104	2530
105	2531
106	2532
107	2533
108	2534
109	2535
110	2536
111	2537
112	2538
113	2539
114	2540
115	2541
116	2542
117	2543
118	2544
119	2545
120	2546
121	2547
122	2548
123	2549
124	2550
125	2551
126	2552
127	2553
128	2554
129	2555
130	2556
131	2557
132	2558
133	2559
134	2560
135	2561
136	2562
137	2563
138	2564
139	2565
140	2566
141	2567
142	2568
143	2569
144	2570
145	2571
146	2572
147	2573
148	2574
149	2575
150	2576
151	2577
152	2578
153	2579
154	2580
155	2581
156	2582
157	2583
158	2584
159	2585
160	2586
161	2587
162	2588
163	2589
164	2590
165	2591
166	2592
167	2593
168	2594
169	2595
170	2596
171	2597
172	2598
173	2599
174	2600
175	2601
176	2602
177	2603
178	2604
179	2605
180	2606
181	2607
182	2608
183	2609
184	2610
185	2611
186	2612
187	2613
188	2614
189	2615
190	2616
191	2617
192	2618
193	2619
194	2620
195	2621
196	2622
197	2623
198	2624
199	2625
200	2626
201	2627
202	2628
203	2629
204	2630
205	2631
206	2632
207	2633
208	2634
209	2635
210	2636
211	2637
212	2638
213	2639
214	2640
215	2641
216	2642
217	2643
218	2644
219	2645
220	2646
221	2647
222	2648
223	2649
224	2650
225	2651
226	2652
227	2653
228	2654
229	2655
230	2656
231	2657
232	2658
233	2659
234	2660
235	2661
236	2662
237	2663
238	2664
239	2665
240	2666
241	2667
242	2668
243	2669
244	2670
245	2671
246	2672
247	2673
248	2674
249	2675
250	2676
251	2677
252	2678
253	2679
254	2680
255	2681
256	2682
257	2683
258	2684
259	2685
260	2686
261	2687
262	2688
263	2689
264	2690
265	2691
266	2692
267	2693
268	2694
269	2695
270	2696
271	2697
272	2698
273	2699
