cDNA	gene
1	864
2	865
3	866
4	867
5	868
6	869
7	870
8	871
9	872
10	873
11	874
12	875
13	876
14	877
15	878
16	879
17	880
18	881
19	882
20	883
21	884
22	885
23	886
24	887
25	888
26	889
27	890
28	891
29	892
30	893
31	894
32	895
33	896
34	897
35	1614
36	1615
37	1616
38	1617
39	1618
40	1619
41	1620
42	1621
43	1622
44	1623
45	1624
46	1625
47	1626
48	1627
49	1628
50	1629
51	1630
52	1631
53	1632
54	1633
55	1634
56	1635
57	1636
58	1637
59	1638
60	1639
61	1640
62	1641
63	1642
64	1643
65	1644
66	1645
67	1646
68	1647
69	1648
70	1649
71	2420
72	2421
73	2422
74	2423
75	2424
76	2425
77	2426
78	2427
79	2428
80	2429
81	2430
82	2431
83	2432
84	2433
85	2434
86	2435
87	2436
88	2437
89	2438
90	2439
91	2440
92	2441
93	2442
94	2443
95	2444
96	2445
97	2446
98	2447
99	2448
100	2449
101	2450
102	2451
103	2452
104	2453
105	2454
106	2455
107	2456
108	2457
109	2458
110	2459
111	2460
112	2461
113	2462
114	2463
115	2464
116	2465
117	2466
118	2467
119	2468
120	2469
121	2470
122	2471
123	2472
124	2473
125	2474
126	2475
127	2476
128	2477
129	2478
130	2479
131	2480
132	2481
133	2482
134	2483
135	2484
136	2485
137	2486
138	2487
139	2488
140	2489
141	2490
142	2491
143	2492
144	2493
145	2494
146	2495
147	2496
148	2497
149	2498
150	2499
151	2500
152	2501
153	2502
154	2503
155	2504
156	2505
157	2506
158	2507
159	2508
160	2509
161	2510
162	2511
163	2512
164	2513
165	2514
166	2515
167	2516
168	2517
169	2518
170	2519
171	2520
172	2521
173	2522
174	2523
175	2524
176	2525
177	2526
178	2527
179	2528
180	2529
181	2530
182	2531
183	2532
184	2533
185	2534
186	2535
187	2536
188	2537
189	2538
190	2539
191	2540
192	2541
193	2542
194	2543
195	2544
196	2545
197	2546
198	2547
199	2548
200	2549
201	2550
202	2551
203	2552
204	2553
205	2554
206	2555
207	2556
208	2557
209	2558
210	2559
211	2560
212	2561
213	2562
214	2563
215	2564
216	2565
217	2566
218	2567
219	2568
220	2569
221	2570
222	2571
223	2572
224	2573
225	2574
226	2575
227	2576
228	2577
229	2578
230	2579
231	2580
232	2581
233	2582
234	2583
235	2584
236	2585
237	2586
238	2587
239	2588
240	2589
241	2590
242	2591
243	2592
244	2593
245	2594
246	2595
247	2596
248	2597
249	2598
250	2599
251	2600
252	2601
253	2602
254	2603
255	2604
256	2605
257	2606
258	2607
259	2608
260	2609
261	2610
262	2611
263	2612
264	2613
265	2614
266	2615
267	2616
268	2617
269	2618
270	2619
271	2620
272	2621
273	2622
274	2623
275	2624
276	2625
277	2626
278	2627
279	2628
280	2629
281	2630
282	2631
283	2632
284	2633
285	2634
286	2635
287	2636
288	2637
289	2638
290	2639
291	2640
292	2641
293	2642
294	2643
295	2644
296	2645
297	2646
298	2647
299	2648
300	2649
301	2650
302	2651
303	2652
304	2653
305	2654
306	2655
307	2656
308	2657
309	2658
310	2659
311	2660
312	2661
313	2662
314	2663
315	2664
316	2665
317	2666
318	2667
319	2668
320	2669
321	2670
322	2671
323	2672
324	2673
325	2674
326	2675
327	2676
328	2677
329	2678
330	2679
331	2680
332	2681
333	2682
334	2683
335	2684
336	2685
337	2686
338	2687
339	2688
340	2689
341	2690
342	2691
343	2692
344	2693
345	2694
346	2695
347	2696
348	2697
349	2698
350	2699
351	2700
352	2701
353	2702
354	2703
355	2704
356	3978
357	3979
358	3980
359	3981
360	3982
361	3983
362	3984
363	3985
364	3986
365	3987
366	3988
367	3989
368	3990
369	3991
370	3992
371	3993
372	3994
373	3995
374	3996
375	3997
376	3998
377	3999
378	4000
379	4001
380	4002
381	4003
382	4004
383	4005
384	4006
385	4007
386	4008
387	4009
388	4010
389	4011
390	4012
391	4013
392	4014
393	4015
394	4016
395	4017
396	4018
397	4019
398	4020
399	4021
400	4022
401	4023
402	4024
403	4025
404	4026
405	4027
406	4028
407	4029
408	4030
409	4031
410	4032
411	4033
412	4034
413	4035
414	4036
415	4037
416	4038
417	4039
418	4040
419	4041
420	4042
421	4043
422	4044
423	4045
424	4046
425	4047
426	4048
427	4049
428	4050
429	4051
430	4052
431	4053
432	4054
433	4055
434	4056
435	4057
436	4058
437	4059
438	4060
439	4061
440	4062
441	4063
442	4064
443	4065
444	4066
445	4067
446	4068
447	4069
448	4070
449	4071
450	4072
451	4073
452	4074
453	4075
454	4076
455	4077
456	4078
457	4079
458	4080
459	4081
460	4082
461	4083
462	4084
463	4085
464	4086
465	4087
466	4088
467	4089
468	4090
469	4091
470	4092
471	4093
472	4094
473	4095
474	4096
475	4097
476	4098
477	4099
478	4100
479	4101
480	4102
481	4103
482	4104
483	4105
484	4106
485	4107
486	4108
487	4109
488	4110
489	4111
490	4112
491	4113
492	4114
493	4115
494	4116
495	4117
496	4118
497	4119
498	4120
499	4121
500	4122
501	4123
502	4124
503	4125
504	4126
505	4127
506	4128
507	4129
508	4130
509	4131
510	4132
511	4133
512	4134
513	4135
514	4136
515	4137
516	4138
517	4139
518	4140
519	4141
520	4142
521	4143
522	4144
523	4145
524	4146
525	4147
526	4148
527	4149
528	4150
529	4151
530	4152
531	4153
532	4154
533	4155
534	4156
535	4157
536	4158
537	4159
538	4160
539	4161
540	4162
541	4163
542	4164
543	4165
544	4166
545	4167
546	4168
547	4169
548	4170
549	4171
550	4172
551	4173
552	4174
553	4175
554	4176
555	4177
556	4178
557	4179
558	4180
559	4181
560	4182
561	4183
562	4184
563	4185
564	4186
565	4187
566	4188
567	4189
568	4190
569	4191
570	4192
571	4193
