cDNA	gene
1	269
2	270
3	271
4	272
5	273
6	274
7	275
8	276
9	277
10	278
11	279
12	280
13	281
14	282
15	283
16	284
17	285
18	286
19	287
20	288
21	289
22	290
23	291
24	292
25	293
26	294
27	295
28	296
29	297
30	298
31	299
32	300
33	301
34	302
35	1607
36	1608
37	1609
38	1610
39	1611
40	1612
41	1613
42	1614
43	1615
44	1616
45	1617
46	1618
47	1619
48	1620
49	1621
50	1622
51	1623
52	1624
53	1625
54	1626
55	1627
56	1628
57	1629
58	1630
59	1631
60	1632
61	1633
62	1634
63	1635
64	1636
65	1637
66	1638
67	1639
68	1640
69	1641
70	1642
71	4086
72	4087
73	4088
74	4089
75	4090
76	4091
77	4092
78	4093
79	4094
80	4095
81	4096
82	4097
83	4098
84	4099
85	4100
86	4101
87	4102
88	4103
89	4104
90	4105
91	4106
92	4107
93	4108
94	4109
95	4110
96	4111
97	4112
98	4113
99	4114
100	4115
101	4116
102	4117
103	4118
104	4119
105	4120
106	4121
107	4122
108	4123
109	4124
110	4125
111	4126
112	4127
113	4128
114	4129
115	4130
116	4131
117	4132
118	4133
119	4134
120	4135
121	4136
122	4137
123	4138
124	4139
125	4140
126	4141
127	4142
128	4143
129	4144
130	4145
131	4146
132	4147
133	4148
134	4149
135	4150
136	4151
137	4152
138	4153
139	4154
140	4155
141	4156
142	4157
143	4158
144	4159
145	4160
146	4161
147	4162
148	4163
149	4164
150	4165
151	4166
152	4167
153	4168
154	4169
155	4170
156	4171
157	4172
158	4173
159	4174
160	4175
161	4176
162	4177
163	4178
164	4179
165	4180
166	4181
167	4182
168	4183
169	4184
170	4185
171	4186
172	4187
173	4188
174	4189
175	4190
176	4191
177	4192
178	4193
179	4194
180	4195
181	4196
182	4197
183	4198
184	4199
185	4200
186	4201
187	4202
188	4203
189	4204
190	4205
191	4206
192	4207
193	4208
194	4209
195	4210
196	4211
197	4212
198	4213
199	4214
200	4215
201	4216
202	4217
203	4218
204	4219
205	4220
206	4221
207	4222
208	4223
209	4224
210	4225
211	4226
212	4227
213	4228
214	4229
215	4230
216	4231
217	4232
218	4233
219	4234
220	4235
221	4236
222	4237
223	4238
224	4239
225	4240
226	4241
227	4242
228	4243
229	4244
230	4245
231	4246
232	4247
233	4248
234	4249
235	4250
236	4251
237	4252
238	4253
239	4254
240	4255
241	4256
242	4257
243	4258
244	4259
245	4260
246	4261
247	4262
248	4263
249	4264
250	4265
251	4266
252	4267
253	4268
254	4269
255	4270
256	4271
257	4272
258	4273
259	4274
260	4275
261	4276
262	4277
263	4278
264	4279
265	4280
266	4281
267	4282
268	4283
269	4284
270	4285
271	4286
272	4287
273	4288
274	4289
275	4290
276	4291
277	4292
278	4293
279	4294
280	4295
281	4296
282	4297
283	4298
284	4299
285	4300
286	4301
287	4302
288	4303
289	4304
290	4305
291	4306
292	4307
293	4308
294	4309
295	4310
296	4311
297	4312
298	4313
299	4314
300	4315
301	4316
302	4317
303	4318
304	4319
305	4320
306	4321
307	4322
308	4323
309	4324
310	4325
311	4326
312	4327
313	4328
314	4329
315	4330
316	4331
317	4332
318	4333
319	4334
320	4335
321	4336
322	4337
323	4338
324	4339
325	4340
326	4341
327	4342
328	4343
329	4344
330	4345
331	4346
332	4347
333	4348
334	4349
335	4350
336	4351
337	4352
338	4353
339	4354
340	4355
341	4356
342	4357
343	4358
344	4359
345	4360
346	4361
347	4362
348	4363
349	4364
350	4365
351	4366
352	4367
353	4368
354	4369
355	4370
356	4371
357	4372
358	4373
359	4374
360	4375
361	4376
362	4377
363	4378
364	4379
365	4380
366	4381
367	4382
368	4383
369	4384
370	4385
371	5905
372	5906
373	5907
374	5908
375	5909
376	5910
377	5911
378	5912
379	5913
380	5914
381	5915
382	5916
383	5917
384	5918
385	5919
386	5920
387	5921
388	5922
389	5923
390	5924
391	5925
392	5926
393	5927
394	5928
395	5929
396	5930
397	5931
398	5932
399	5933
400	5934
401	5935
402	5936
403	5937
404	5938
405	5939
406	5940
407	5941
408	5942
409	5943
410	5944
411	5945
412	5946
413	5947
414	5948
415	5949
416	5950
417	5951
418	5952
419	5953
420	5954
421	5955
422	5956
423	5957
424	5958
425	5959
426	5960
427	5961
428	5962
429	5963
430	5964
431	5965
432	5966
433	5967
434	5968
435	5969
436	5970
437	5971
438	5972
439	5973
440	5974
441	5975
442	5976
443	5977
444	5978
445	5979
446	5980
447	5981
448	5982
449	5983
450	5984
451	5985
452	5986
453	5987
454	5988
455	5989
456	5990
457	5991
458	5992
459	5993
460	5994
461	5995
462	5996
463	5997
464	5998
465	5999
466	6000
467	6001
468	6002
469	6003
470	6004
471	6005
472	6006
473	6007
474	6008
475	6009
476	6010
477	6011
478	6012
479	6013
480	6014
481	6015
482	6016
483	6017
484	6018
485	6019
486	6020
487	6021
488	6022
489	6023
490	6024
491	6025
492	6026
493	6027
494	6028
495	6029
496	6030
497	6031
498	6032
499	6033
500	6034
501	6035
502	6036
503	6037
504	6038
505	6039
506	6040
507	6041
508	6042
509	6043
510	6044
511	6045
512	6046
513	6047
514	6048
515	6049
516	6050
517	6051
518	6052
519	6053
520	6054
521	6055
522	6056
523	6057
524	6058
525	6059
526	6060
527	6061
528	6062
529	6063
530	6064
531	6065
532	6066
533	6067
534	6068
535	6069
536	6070
537	6071
538	6072
539	6073
540	6074
541	6075
542	6076
543	6077
544	6078
545	6079
546	6080
547	6081
548	6082
549	6083
550	6084
551	6085
552	6086
553	6087
554	6088
555	6089
556	6090
557	6091
558	6092
559	6093
560	6094
561	6095
562	6096
563	6097
564	6098
565	6099
566	6100
567	6101
568	6102
569	6103
570	6104
571	6105
572	6106
573	6107
574	6108
575	6109
576	6110
577	6111
578	6112
579	6113
580	6114
581	6115
582	6116
583	6117
584	6118
585	6119
586	6120
587	6121
588	6122
589	6123
590	6124
591	6125
