cDNA	gene
1	1169
2	1170
3	1171
4	1172
5	1173
6	1174
7	1175
8	1176
9	1177
10	1178
11	1179
12	1180
13	1181
14	1182
15	1183
16	1184
17	1185
18	1186
19	1187
20	1188
21	1189
22	1190
23	1191
24	1192
25	1193
26	1194
27	1195
28	1196
29	1197
30	1198
31	1199
32	1200
33	1201
34	1202
35	2202
36	2203
37	2204
38	2205
39	2206
40	2207
41	2208
42	2209
43	2210
44	2211
45	2212
46	2213
47	2214
48	2215
49	2216
50	2217
51	2218
52	2219
53	2220
54	2221
55	2222
56	2223
57	2224
58	2225
59	2226
60	2227
61	2228
62	2229
63	2230
64	2231
65	2232
66	2233
67	2234
68	2235
69	2236
70	2237
71	2983
72	2984
73	2985
74	2986
75	2987
76	2988
77	2989
78	2990
79	2991
80	2992
81	2993
82	2994
83	2995
84	2996
85	2997
86	2998
87	2999
88	3000
89	3001
90	3002
91	3003
92	3004
93	3005
94	3006
95	3007
96	3008
97	3009
98	3010
99	3011
100	3012
101	3013
102	3014
103	3015
104	3016
105	3017
106	3018
107	3019
108	3020
109	3021
110	3022
111	3023
112	3024
113	3025
114	3026
115	3027
116	3028
117	3029
118	3030
119	3031
120	3032
121	3033
122	3034
123	3035
124	3036
125	3037
126	3038
127	3039
128	3040
129	3041
130	3042
131	3043
132	3044
133	3045
134	3046
135	3047
136	3048
137	3049
138	3050
139	3051
140	3052
141	3053
142	3054
143	3055
144	3056
145	3057
146	3058
147	3059
148	3060
149	3061
150	3062
151	3063
152	3064
153	3065
154	3066
155	3067
156	3068
157	3069
158	3070
159	3071
160	3072
161	3073
162	3074
163	3075
164	3076
165	3077
166	3078
167	3079
168	3080
169	3081
170	3082
171	3083
172	3084
173	3085
174	3086
175	3087
176	3088
177	3089
178	3090
179	3091
180	3092
181	3093
182	3094
183	3095
184	3096
185	3097
186	3098
187	3099
188	3100
189	3101
190	3102
191	3103
192	3104
193	3105
194	3106
195	3107
196	3108
197	3109
198	3110
199	3111
200	3112
201	3113
202	3114
203	3115
204	3116
205	3117
206	3118
207	3119
208	3120
209	3121
210	3122
211	3123
212	3124
213	3125
214	3126
215	3127
216	3128
217	3129
218	3130
219	3131
220	3132
221	3133
222	3134
223	3135
224	3136
225	3137
226	3138
227	3139
228	3140
229	3141
230	3142
231	3143
232	3144
233	3145
234	3146
235	3147
236	3148
237	3149
238	3150
239	3151
240	3152
241	3153
242	3154
243	3155
244	3156
245	3157
246	3158
247	3159
248	3160
249	3161
250	3162
251	3163
252	3164
253	3165
254	3166
255	3167
256	3168
257	3169
258	3170
259	3171
260	3172
261	3173
262	3174
263	3175
264	3176
265	3177
266	3178
267	3179
268	3180
269	3181
270	3182
271	3183
272	3184
273	3185
274	3186
275	3187
276	3188
277	3189
278	3190
279	3191
280	3192
281	3193
282	3194
283	3195
284	3196
285	3197
286	3198
287	3199
288	3200
289	3201
290	3202
291	3203
292	3204
293	3205
294	3206
295	3207
296	3208
297	3209
298	3210
299	3211
300	3212
301	3213
302	3214
303	3215
304	3216
305	3217
306	3218
307	3219
308	3220
309	3221
310	3222
311	3223
312	3224
313	3225
314	3226
315	3227
316	3228
317	3229
318	3230
319	3231
320	3232
321	3233
322	3234
323	3235
324	3236
325	3237
326	3238
327	3239
328	3240
329	3241
330	3242
331	3243
332	3244
333	3245
334	3246
335	3247
336	3248
337	3249
338	3250
339	3251
340	3252
341	3253
342	3254
343	3255
344	3256
345	3257
346	3258
347	3259
348	3260
349	3261
350	3262
351	3263
352	3264
353	3265
354	3266
355	3267
356	4381
357	4382
358	4383
359	4384
360	4385
361	4386
362	4387
363	4388
364	4389
365	4390
366	4391
367	4392
368	4393
369	4394
370	4395
371	4396
372	4397
373	4398
374	4399
375	4400
376	4401
377	4402
378	4403
379	4404
380	4405
381	4406
382	4407
383	4408
384	4409
385	4410
386	4411
387	4412
388	4413
389	4414
390	4415
391	4416
392	4417
393	4418
394	4419
395	4420
396	4421
397	4422
398	4423
399	4424
400	4425
401	4426
402	4427
403	4428
404	4429
405	4430
406	4431
407	4432
408	4433
409	4434
410	4435
411	4436
412	4437
413	4438
414	4439
415	4440
416	4441
417	4442
418	4443
419	4444
420	4445
421	4446
422	4447
423	4448
424	4449
425	4450
426	4451
427	4452
428	4453
429	4454
430	4455
431	4456
432	4457
433	4458
434	4459
435	4460
436	4461
437	4462
438	4463
439	4464
440	4465
441	4466
442	4467
443	4468
444	4469
445	4470
446	4471
447	4472
448	4473
449	4474
450	4475
451	4476
452	4477
453	4478
454	4479
455	4480
456	4481
457	4482
458	4483
459	4484
460	4485
461	4486
462	4487
463	4488
464	4489
465	4490
466	4491
467	4492
468	4493
469	4494
470	4495
471	4496
472	4497
473	4498
474	4499
475	4500
476	4501
477	4502
478	4503
479	4504
480	4505
481	4506
482	4507
483	4508
484	4509
485	4510
486	4511
487	4512
488	4513
489	4514
490	4515
491	4516
492	4517
493	4518
494	4519
495	4520
496	4521
497	4522
498	4523
499	4524
500	4525
501	4526
502	4527
503	4528
504	4529
505	4530
506	4531
507	4532
508	4533
509	4534
510	4535
511	4536
512	4537
513	4538
514	4539
515	4540
516	4541
517	4542
518	4543
519	4544
520	4545
521	4546
522	4547
523	4548
524	4549
525	4550
526	4551
527	4552
528	4553
529	4554
530	4555
531	4556
532	4557
533	4558
534	4559
535	4560
536	4561
537	4562
538	4563
539	4564
540	4565
541	4566
542	4567
543	4568
544	4569
545	4570
546	4571
547	4572
548	4573
549	4574
550	4575
551	4576
552	4577
553	4578
554	4579
555	4580
556	4581
557	4582
558	4583
559	4584
560	4585
561	4586
562	4587
563	4588
564	4589
565	4590
566	4591
567	4592
568	4593
569	4594
570	4595
571	4596
572	4597
573	4598
574	4599
575	4600
576	4601
577	4602
578	4603
579	4604
580	4605
581	4606
582	4607
583	4608
584	4609
585	4610
586	4611
587	4612
588	4613
589	4614
590	4615
591	4616
592	4617
593	4618
594	4619
595	4620
596	4621
597	4622
598	4623
599	4624
600	4625
601	4626
602	4627
603	4628
604	4629
605	4630
606	4631
607	4632
608	4633
609	4634
610	4635
611	4636
612	4637
613	4638
614	4639
615	4640
616	4641
617	4642
618	4643
619	4644
620	4645
621	4646
622	4647
623	4648
624	4649
625	4650
626	4651
627	4652
628	4653
629	4654
630	4655
631	4656
632	4657
633	4658
634	4659
635	4660
636	4661
637	4662
638	4663
639	4664
640	4665
641	4666
642	4667
643	4668
644	4669
645	4670
646	4671
647	4672
648	4673
649	4674
650	4675
651	4676
652	4677
653	4678
654	4679
655	4680
656	6233
657	6234
658	6235
659	6236
660	6237
661	6238
662	6239
663	6240
664	6241
665	6242
666	6243
667	6244
668	6245
669	6246
670	6247
671	6248
672	6249
673	6250
674	6251
675	6252
676	6253
677	6254
678	6255
679	6256
680	6257
681	6258
682	6259
683	6260
684	6261
685	6262
686	6263
687	6264
688	6265
689	6266
690	6267
691	6268
692	6269
693	6270
694	6271
695	6272
696	6273
697	6274
698	6275
699	6276
700	6277
701	6278
702	6279
703	6280
704	6281
705	6282
706	6283
707	6284
708	6285
709	6286
710	6287
711	6288
712	6289
713	6290
714	6291
715	6292
716	6293
717	6294
718	6295
719	6296
720	6297
721	6298
722	6299
723	6300
724	6301
725	6302
726	6303
727	6304
728	6305
729	6306
730	6307
731	6308
732	6309
733	6310
734	6311
735	6312
736	6313
737	6314
738	6315
739	6316
740	6317
741	6318
742	6319
743	6320
744	6321
745	6322
746	6323
747	6324
748	6325
749	6326
750	6327
751	6328
752	6329
753	6330
754	6331
755	6332
756	6333
757	6334
758	6335
759	6336
760	6337
761	6338
762	6339
763	6340
764	6341
765	6342
766	6343
767	6344
768	6345
769	6346
770	6347
771	6348
772	6349
773	6350
774	6351
775	6352
776	6353
777	6354
778	6355
779	6356
780	6357
781	6358
782	6359
783	6360
784	6361
785	6362
786	6363
787	6364
788	6365
789	6366
790	6367
791	6368
792	6369
793	6370
794	6371
795	6372
796	6373
797	6374
798	6375
799	6376
800	6377
801	6378
802	6379
803	6380
804	6381
805	6382
806	6383
807	6384
808	6385
809	6386
810	6387
811	6388
812	6389
813	6390
814	6391
815	6392
816	6393
817	6394
818	6395
819	6396
820	6397
821	6398
822	6399
823	6400
824	6401
825	6402
826	6403
827	6404
828	6405
829	6406
830	6407
831	6408
832	6409
833	6410
834	6411
835	6412
836	6413
837	6414
838	6415
839	6416
840	6417
841	6418
842	6419
843	6420
844	6421
845	6422
846	6423
847	6424
848	6425
849	6426
850	6427
851	6428
852	6429
853	6430
854	6431
855	6432
856	6433
857	6434
858	6435
859	6436
860	6437
861	6438
862	6439
863	6440
