cDNA	gene
1	1151
2	1152
3	1153
4	1154
5	1155
6	1156
7	1157
8	1158
9	1159
10	1160
11	1161
12	1162
13	1163
14	1164
15	1165
16	1166
17	1167
18	1168
19	1169
20	1170
21	1171
22	1172
23	1173
24	1174
25	1175
26	1176
27	1177
28	1178
29	1179
30	1180
31	1181
32	1182
33	1183
34	1184
35	2093
36	2094
37	2095
38	2096
39	2097
40	2098
41	2099
42	2100
43	2101
44	2102
45	2103
46	2104
47	2105
48	2106
49	2107
50	2108
51	2109
52	2110
53	2111
54	2112
55	2113
56	2114
57	2115
58	2116
59	2117
60	2118
61	2119
62	2120
63	2121
64	2122
65	2123
66	2124
67	2125
68	2126
69	2127
70	2128
71	4566
72	4567
73	4568
74	4569
75	4570
76	4571
77	4572
78	4573
79	4574
80	4575
81	4576
82	4577
83	4578
84	4579
85	4580
86	4581
87	4582
88	4583
89	4584
90	4585
91	4586
92	4587
93	4588
94	4589
95	4590
96	4591
97	4592
98	4593
99	4594
100	4595
101	4596
102	4597
103	4598
104	4599
105	4600
106	4601
107	4602
108	4603
109	4604
110	4605
111	4606
112	4607
113	4608
114	4609
115	4610
116	4611
117	4612
118	4613
119	4614
120	4615
121	4616
122	4617
123	4618
124	4619
125	4620
126	4621
127	4622
128	4623
129	4624
130	4625
131	4626
132	4627
133	4628
134	4629
135	4630
136	4631
137	4632
138	4633
139	4634
140	4635
141	4636
142	4637
143	4638
144	4639
145	4640
146	4641
147	4642
148	4643
149	4644
150	4645
151	4646
152	4647
153	4648
154	4649
155	4650
156	4651
157	4652
158	4653
159	4654
160	4655
161	4656
162	4657
163	4658
164	4659
165	4660
166	4661
167	4662
168	4663
169	4664
170	4665
171	4666
172	4667
173	4668
174	4669
175	4670
176	4671
177	4672
178	4673
179	4674
180	4675
181	4676
182	4677
183	4678
184	4679
185	4680
186	4681
187	4682
188	4683
189	4684
190	4685
191	4686
192	4687
193	4688
194	4689
195	4690
196	4691
197	4692
198	4693
199	4694
200	4695
201	4696
202	4697
203	4698
204	4699
205	4700
206	4701
207	4702
208	4703
209	4704
210	4705
211	4706
212	4707
213	4708
214	4709
215	4710
216	4711
217	4712
218	4713
219	4714
220	4715
221	4716
222	4717
223	4718
224	4719
225	4720
226	4721
227	4722
228	4723
229	4724
230	4725
231	4726
232	4727
233	4728
234	4729
235	4730
236	4731
237	4732
238	4733
239	4734
240	4735
241	4736
242	4737
243	4738
244	4739
245	4740
246	4741
247	4742
248	4743
249	4744
250	4745
251	4746
252	4747
253	4748
254	4749
255	4750
256	4751
257	4752
258	4753
259	4754
260	4755
261	4756
262	4757
263	4758
264	4759
265	4760
266	4761
267	4762
268	4763
269	4764
270	4765
271	4766
272	4767
273	4768
274	4769
275	4770
276	4771
277	4772
278	4773
279	4774
280	4775
281	4776
282	4777
283	4778
284	4779
285	4780
286	4781
287	4782
288	4783
289	4784
290	4785
291	4786
292	4787
293	4788
294	4789
295	4790
296	4791
297	4792
298	4793
299	4794
300	4795
301	4796
302	4797
303	4798
304	4799
305	4800
306	4801
307	4802
308	4803
309	4804
310	4805
311	4806
312	4807
313	4808
314	4809
315	4810
316	4811
317	4812
318	4813
319	4814
320	4815
321	4816
322	4817
323	4818
324	4819
325	4820
326	4821
327	4822
328	4823
329	4824
330	4825
331	4826
332	4827
333	4828
334	4829
335	4830
336	4831
337	4832
338	4833
339	4834
340	4835
341	4836
342	4837
343	4838
344	4839
345	4840
346	4841
347	4842
348	4843
349	4844
350	4845
351	4846
352	4847
353	4848
354	4849
355	4850
356	4851
357	4852
358	4853
359	4854
360	4855
361	4856
362	4857
363	4858
364	4859
365	4860
366	4861
367	4862
368	4863
369	4864
370	4865
371	6383
372	6384
373	6385
374	6386
375	6387
376	6388
377	6389
378	6390
379	6391
380	6392
381	6393
382	6394
383	6395
384	6396
385	6397
386	6398
387	6399
388	6400
389	6401
390	6402
391	6403
392	6404
393	6405
394	6406
